"TIME","GEO","SIEC","PLANT_TEC","UNIT","Value","Flag and Footnotes"
"2011","European Union - 28 countries (2013-2020)","Geothermal","Net maximum electrical capacity","Megawatt","776.215",""
"2011","European Union - 28 countries (2013-2020)","Wind","Net maximum electrical capacity","Megawatt","94,002.815",""
"2011","European Union - 28 countries (2013-2020)","Solar","Net maximum electrical capacity","Megawatt","54,287.510",""
"2011","Euro area - 19 countries  (from 2015)","Hydro","Net maximum electrical capacity","Megawatt","111,555.069",""
"2011","Euro area - 19 countries  (from 2015)","Geothermal","Net maximum electrical capacity","Megawatt","776.215",""
"2011","Euro area - 19 countries  (from 2015)","Wind","Net maximum electrical capacity","Megawatt","76,687.549",""
"2011","Euro area - 19 countries  (from 2015)","Solar","Net maximum electrical capacity","Megawatt","51,185.400",""
"2011","Belgium","Hydro","Net maximum electrical capacity","Megawatt","1,426.000",""
"2011","Belgium","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2011","Belgium","Wind","Net maximum electrical capacity","Megawatt","1,069.000",""
"2011","Belgium","Solar","Net maximum electrical capacity","Megawatt","1,979.000",""
"2011","Bulgaria","Hydro","Net maximum electrical capacity","Megawatt","3,108.000",""
"2011","Bulgaria","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2011","Bulgaria","Wind","Net maximum electrical capacity","Megawatt","541.000",""
"2011","Bulgaria","Solar","Net maximum electrical capacity","Megawatt","154.000",""
"2011","Czechia","Hydro","Net maximum electrical capacity","Megawatt","2,197.000",""
"2011","Czechia","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2011","Czechia","Wind","Net maximum electrical capacity","Megawatt","213.000",""
"2011","Czechia","Solar","Net maximum electrical capacity","Megawatt","1,913.000",""
"2011","Denmark","Hydro","Net maximum electrical capacity","Megawatt","9.264",""
"2011","Denmark","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2011","Denmark","Wind","Net maximum electrical capacity","Megawatt","3,951.981",""
"2011","Denmark","Solar","Net maximum electrical capacity","Megawatt","17.000",""
"2011","Germany (until 1990 former territory of the FRG)","Hydro","Net maximum electrical capacity","Megawatt","11,436.000",""
"2011","Germany (until 1990 former territory of the FRG)","Geothermal","Net maximum electrical capacity","Megawatt","6.000",""
"2011","Germany (until 1990 former territory of the FRG)","Wind","Net maximum electrical capacity","Megawatt","28,712.000",""
"2011","Germany (until 1990 former territory of the FRG)","Solar","Net maximum electrical capacity","Megawatt","25,916.000",""
"2011","Estonia","Hydro","Net maximum electrical capacity","Megawatt","5.000",""
"2011","Estonia","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2011","Estonia","Wind","Net maximum electrical capacity","Megawatt","180.000",""
"2011","Estonia","Solar","Net maximum electrical capacity","Megawatt",":",""
"2011","Ireland","Hydro","Net maximum electrical capacity","Megawatt","237.000",""
"2011","Ireland","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2011","Ireland","Wind","Net maximum electrical capacity","Megawatt","1,584.600",""
"2011","Ireland","Solar","Net maximum electrical capacity","Megawatt","0.789",""
"2011","Greece","Hydro","Net maximum electrical capacity","Megawatt","3,224.000",""
"2011","Greece","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2011","Greece","Wind","Net maximum electrical capacity","Megawatt","1,640.000",""
"2011","Greece","Solar","Net maximum electrical capacity","Megawatt","612.000",""
"2011","Spain","Hydro","Net maximum electrical capacity","Megawatt","18,540.000",""
"2011","Spain","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2011","Spain","Wind","Net maximum electrical capacity","Megawatt","21,529.000",""
"2011","Spain","Solar","Net maximum electrical capacity","Megawatt","5,432.000",""
"2011","France","Hydro","Net maximum electrical capacity","Megawatt","25,642.371",""
"2011","France","Geothermal","Net maximum electrical capacity","Megawatt","16.300",""
"2011","France","Wind","Net maximum electrical capacity","Megawatt","6,758.016",""
"2011","France","Solar","Net maximum electrical capacity","Megawatt","3,003.575",""
"2011","Croatia","Hydro","Net maximum electrical capacity","Megawatt","2,129.000",""
"2011","Croatia","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2011","Croatia","Wind","Net maximum electrical capacity","Megawatt","130.000",""
"2011","Croatia","Solar","Net maximum electrical capacity","Megawatt",":",""
"2011","Italy","Hydro","Net maximum electrical capacity","Megawatt","21,737.000",""
"2011","Italy","Geothermal","Net maximum electrical capacity","Megawatt","728.000",""
"2011","Italy","Wind","Net maximum electrical capacity","Megawatt","6,918.000",""
"2011","Italy","Solar","Net maximum electrical capacity","Megawatt","13,131.000",""
"2011","Cyprus","Hydro","Net maximum electrical capacity","Megawatt",":",""
"2011","Cyprus","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2011","Cyprus","Wind","Net maximum electrical capacity","Megawatt","134.225",""
"2011","Cyprus","Solar","Net maximum electrical capacity","Megawatt","10.000",""
"2011","Latvia","Hydro","Net maximum electrical capacity","Megawatt","1,576.000",""
"2011","Latvia","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2011","Latvia","Wind","Net maximum electrical capacity","Megawatt","36.000",""
"2011","Latvia","Solar","Net maximum electrical capacity","Megawatt",":",""
"2011","Lithuania","Hydro","Net maximum electrical capacity","Megawatt","876.000",""
"2011","Lithuania","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2011","Lithuania","Wind","Net maximum electrical capacity","Megawatt","202.000",""
"2011","Lithuania","Solar","Net maximum electrical capacity","Megawatt",":",""
"2011","Luxembourg","Hydro","Net maximum electrical capacity","Megawatt","1,134.308",""
"2011","Luxembourg","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2011","Luxembourg","Wind","Net maximum electrical capacity","Megawatt","44.527",""
"2011","Luxembourg","Solar","Net maximum electrical capacity","Megawatt","40.666",""
"2011","Hungary","Hydro","Net maximum electrical capacity","Megawatt","55.000",""
"2011","Hungary","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2011","Hungary","Wind","Net maximum electrical capacity","Megawatt","331.000",""
"2011","Hungary","Solar","Net maximum electrical capacity","Megawatt","4.000",""
"2011","Malta","Hydro","Net maximum electrical capacity","Megawatt",":",""
"2011","Malta","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2011","Malta","Wind","Net maximum electrical capacity","Megawatt",":",""
"2011","Malta","Solar","Net maximum electrical capacity","Megawatt","5.300",""
"2011","Netherlands","Hydro","Net maximum electrical capacity","Megawatt","37.000",""
"2011","Netherlands","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2011","Netherlands","Wind","Net maximum electrical capacity","Megawatt","2,316.000",""
"2011","Netherlands","Solar","Net maximum electrical capacity","Megawatt","149.000",""
"2011","Austria","Hydro","Net maximum electrical capacity","Megawatt","13,177.390",""
"2011","Austria","Geothermal","Net maximum electrical capacity","Megawatt","0.915",""
"2011","Austria","Wind","Net maximum electrical capacity","Megawatt","1,105.966",""
"2011","Austria","Solar","Net maximum electrical capacity","Megawatt","174.070",""
"2011","Poland","Hydro","Net maximum electrical capacity","Megawatt","2,346.000",""
"2011","Poland","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2011","Poland","Wind","Net maximum electrical capacity","Megawatt","1,800.000",""
"2011","Poland","Solar","Net maximum electrical capacity","Megawatt","1.110",""
"2011","Portugal","Hydro","Net maximum electrical capacity","Megawatt","5,535.000",""
"2011","Portugal","Geothermal","Net maximum electrical capacity","Megawatt","25.000",""
"2011","Portugal","Wind","Net maximum electrical capacity","Megawatt","4,256.215",""
"2011","Portugal","Solar","Net maximum electrical capacity","Megawatt","172.000",""
"2011","Romania","Hydro","Net maximum electrical capacity","Megawatt","6,483.000",""
"2011","Romania","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2011","Romania","Wind","Net maximum electrical capacity","Megawatt","988.000",""
"2011","Romania","Solar","Net maximum electrical capacity","Megawatt","1.000",""
"2011","Slovenia","Hydro","Net maximum electrical capacity","Megawatt","1,253.000",""
"2011","Slovenia","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2011","Slovenia","Wind","Net maximum electrical capacity","Megawatt",":",""
"2011","Slovenia","Solar","Net maximum electrical capacity","Megawatt","57.000",""
"2011","Slovakia","Hydro","Net maximum electrical capacity","Megawatt","2,523.000",""
"2011","Slovakia","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2011","Slovakia","Wind","Net maximum electrical capacity","Megawatt","3.000",""
"2011","Slovakia","Solar","Net maximum electrical capacity","Megawatt","496.000",""
"2011","Finland","Hydro","Net maximum electrical capacity","Megawatt","3,196.000",""
"2011","Finland","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2011","Finland","Wind","Net maximum electrical capacity","Megawatt","199.000",""
"2011","Finland","Solar","Net maximum electrical capacity","Megawatt","7.000",""
"2011","Sweden","Hydro","Net maximum electrical capacity","Megawatt","16,577.000",""
"2011","Sweden","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2011","Sweden","Wind","Net maximum electrical capacity","Megawatt","2,764.000",""
"2011","Sweden","Solar","Net maximum electrical capacity","Megawatt","12.000",""
"2011","United Kingdom","Hydro","Net maximum electrical capacity","Megawatt","4,423.000",""
"2011","United Kingdom","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2011","United Kingdom","Wind","Net maximum electrical capacity","Megawatt","6,596.285",""
"2011","United Kingdom","Solar","Net maximum electrical capacity","Megawatt","1,000.000",""
"2011","Iceland","Hydro","Net maximum electrical capacity","Megawatt","1,884.000",""
"2011","Iceland","Geothermal","Net maximum electrical capacity","Megawatt","665.000",""
"2011","Iceland","Wind","Net maximum electrical capacity","Megawatt",":",""
"2011","Iceland","Solar","Net maximum electrical capacity","Megawatt",":",""
"2011","Norway","Hydro","Net maximum electrical capacity","Megawatt","29,969.000",""
"2011","Norway","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2011","Norway","Wind","Net maximum electrical capacity","Megawatt","512.000",""
"2011","Norway","Solar","Net maximum electrical capacity","Megawatt",":",""
"2011","Montenegro","Hydro","Net maximum electrical capacity","Megawatt","658.000",""
"2011","Montenegro","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2011","Montenegro","Wind","Net maximum electrical capacity","Megawatt",":",""
"2011","Montenegro","Solar","Net maximum electrical capacity","Megawatt",":",""
"2011","North Macedonia","Hydro","Net maximum electrical capacity","Megawatt","556.000",""
"2011","North Macedonia","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2011","North Macedonia","Wind","Net maximum electrical capacity","Megawatt",":",""
"2011","North Macedonia","Solar","Net maximum electrical capacity","Megawatt","2.000",""
"2011","Albania","Hydro","Net maximum electrical capacity","Megawatt","1,508.000",""
"2011","Albania","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2011","Albania","Wind","Net maximum electrical capacity","Megawatt",":",""
"2011","Albania","Solar","Net maximum electrical capacity","Megawatt",":",""
"2011","Serbia","Hydro","Net maximum electrical capacity","Megawatt","2,935.997",""
"2011","Serbia","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2011","Serbia","Wind","Net maximum electrical capacity","Megawatt",":",""
"2011","Serbia","Solar","Net maximum electrical capacity","Megawatt",":",""
"2011","Turkey","Hydro","Net maximum electrical capacity","Megawatt","17,137.000",""
"2011","Turkey","Geothermal","Net maximum electrical capacity","Megawatt","114.000",""
"2011","Turkey","Wind","Net maximum electrical capacity","Megawatt","1,729.000",""
"2011","Turkey","Solar","Net maximum electrical capacity","Megawatt",":",""
"2011","Bosnia and Herzegovina","Hydro","Net maximum electrical capacity","Megawatt",":",""
"2011","Bosnia and Herzegovina","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2011","Bosnia and Herzegovina","Wind","Net maximum electrical capacity","Megawatt",":",""
"2011","Bosnia and Herzegovina","Solar","Net maximum electrical capacity","Megawatt",":",""
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Hydro","Net maximum electrical capacity","Megawatt","43.000",""
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Wind","Net maximum electrical capacity","Megawatt","1.000",""
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Solar","Net maximum electrical capacity","Megawatt",":",""
"2011","Moldova","Hydro","Net maximum electrical capacity","Megawatt","16.000",""
"2011","Moldova","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2011","Moldova","Wind","Net maximum electrical capacity","Megawatt",":",""
"2011","Moldova","Solar","Net maximum electrical capacity","Megawatt",":",""
"2011","Ukraine","Hydro","Net maximum electrical capacity","Megawatt","5,469.000",""
"2011","Ukraine","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2011","Ukraine","Wind","Net maximum electrical capacity","Megawatt","146.000",""
"2011","Ukraine","Solar","Net maximum electrical capacity","Megawatt","148.000",""
"2011","Georgia","Hydro","Net maximum electrical capacity","Megawatt",":",""
"2011","Georgia","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2011","Georgia","Wind","Net maximum electrical capacity","Megawatt",":",""
"2011","Georgia","Solar","Net maximum electrical capacity","Megawatt",":",""
"2012","European Union - 27 countries (from 2020)","Hydro","Net maximum electrical capacity","Megawatt","145,060.169",""
"2012","European Union - 27 countries (from 2020)","Geothermal","Net maximum electrical capacity","Megawatt","785.215",""
"2012","European Union - 27 countries (from 2020)","Wind","Net maximum electrical capacity","Megawatt","97,146.142",""
"2012","European Union - 27 countries (from 2020)","Solar","Net maximum electrical capacity","Megawatt","71,214.831",""
"2012","European Union - 28 countries (2013-2020)","Hydro","Net maximum electrical capacity","Megawatt","149,497.169",""
"2012","European Union - 28 countries (2013-2020)","Geothermal","Net maximum electrical capacity","Megawatt","785.215",""
"2012","European Union - 28 countries (2013-2020)","Wind","Net maximum electrical capacity","Megawatt","106,176.562",""
"2012","European Union - 28 countries (2013-2020)","Solar","Net maximum electrical capacity","Megawatt","72,967.831",""
"2012","Euro area - 19 countries  (from 2015)","Hydro","Net maximum electrical capacity","Megawatt","112,159.914",""
"2012","Euro area - 19 countries  (from 2015)","Geothermal","Net maximum electrical capacity","Megawatt","785.215",""
"2012","Euro area - 19 countries  (from 2015)","Wind","Net maximum electrical capacity","Megawatt","83,552.201",""
"2012","Euro area - 19 countries  (from 2015)","Solar","Net maximum electrical capacity","Megawatt","67,695.531",""
"2012","Belgium","Hydro","Net maximum electrical capacity","Megawatt","1,427.000",""
"2012","Belgium","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2012","Belgium","Wind","Net maximum electrical capacity","Megawatt","1,370.000",""
"2012","Belgium","Solar","Net maximum electrical capacity","Megawatt","2,647.000",""
"2012","Bulgaria","Hydro","Net maximum electrical capacity","Megawatt","3,181.000",""
"2012","Bulgaria","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2012","Bulgaria","Wind","Net maximum electrical capacity","Megawatt","677.000",""
"2012","Bulgaria","Solar","Net maximum electrical capacity","Megawatt","1,013.000",""
"2012","Czechia","Hydro","Net maximum electrical capacity","Megawatt","2,212.000",""
"2012","Czechia","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2012","Czechia","Wind","Net maximum electrical capacity","Megawatt","258.000",""
"2012","Czechia","Solar","Net maximum electrical capacity","Megawatt","2,022.000",""
"2012","Denmark","Hydro","Net maximum electrical capacity","Megawatt","9.255",""
"2012","Denmark","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2012","Denmark","Wind","Net maximum electrical capacity","Megawatt","4,161.941",""
"2012","Denmark","Solar","Net maximum electrical capacity","Megawatt","402.000",""
"2012","Germany (until 1990 former territory of the FRG)","Hydro","Net maximum electrical capacity","Megawatt","11,257.000",""
"2012","Germany (until 1990 former territory of the FRG)","Geothermal","Net maximum electrical capacity","Megawatt","16.000",""
"2012","Germany (until 1990 former territory of the FRG)","Wind","Net maximum electrical capacity","Megawatt","30,979.000",""
"2012","Germany (until 1990 former territory of the FRG)","Solar","Net maximum electrical capacity","Megawatt","34,077.000",""
"2012","Estonia","Hydro","Net maximum electrical capacity","Megawatt","8.000",""
"2012","Estonia","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2012","Estonia","Wind","Net maximum electrical capacity","Megawatt","266.000",""
"2012","Estonia","Solar","Net maximum electrical capacity","Megawatt",":",""
"2012","Ireland","Hydro","Net maximum electrical capacity","Megawatt","529.000",""
"2012","Ireland","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2012","Ireland","Wind","Net maximum electrical capacity","Megawatt","1,704.351",""
"2012","Ireland","Solar","Net maximum electrical capacity","Megawatt","0.940",""
"2012","Greece","Hydro","Net maximum electrical capacity","Megawatt","3,236.000",""
"2012","Greece","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2012","Greece","Wind","Net maximum electrical capacity","Megawatt","1,753.000",""
"2012","Greece","Solar","Net maximum electrical capacity","Megawatt","1,536.000",""
"2012","Spain","Hydro","Net maximum electrical capacity","Megawatt","18,550.000",""
"2012","Spain","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2012","Spain","Wind","Net maximum electrical capacity","Megawatt","22,789.000",""
"2012","Spain","Solar","Net maximum electrical capacity","Megawatt","6,569.000",""
"2012","France","Hydro","Net maximum electrical capacity","Megawatt","25,656.717",""
"2012","France","Geothermal","Net maximum electrical capacity","Megawatt","15.300",""
"2012","France","Wind","Net maximum electrical capacity","Megawatt","7,607.496",""
"2012","France","Solar","Net maximum electrical capacity","Megawatt","4,358.754",""
"2012","Croatia","Hydro","Net maximum electrical capacity","Megawatt","2,129.000",""
"2012","Croatia","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2012","Croatia","Wind","Net maximum electrical capacity","Megawatt","180.000",""
"2012","Croatia","Solar","Net maximum electrical capacity","Megawatt","4.000",""
"2012","Italy","Hydro","Net maximum electrical capacity","Megawatt","21,880.000",""
"2012","Italy","Geothermal","Net maximum electrical capacity","Megawatt","728.000",""
"2012","Italy","Wind","Net maximum electrical capacity","Megawatt","8,102.000",""
"2012","Italy","Solar","Net maximum electrical capacity","Megawatt","16,785.000",""
"2012","Cyprus","Hydro","Net maximum electrical capacity","Megawatt",":",""
"2012","Cyprus","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2012","Cyprus","Wind","Net maximum electrical capacity","Megawatt","147.225",""
"2012","Cyprus","Solar","Net maximum electrical capacity","Megawatt","17.000",""
"2012","Latvia","Hydro","Net maximum electrical capacity","Megawatt","1,576.000",""
"2012","Latvia","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2012","Latvia","Wind","Net maximum electrical capacity","Megawatt","59.000",""
"2012","Latvia","Solar","Net maximum electrical capacity","Megawatt",":",""
"2012","Lithuania","Hydro","Net maximum electrical capacity","Megawatt","876.000",""
"2012","Lithuania","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2012","Lithuania","Wind","Net maximum electrical capacity","Megawatt","275.000",""
"2012","Lithuania","Solar","Net maximum electrical capacity","Megawatt","7.000",""
"2012","Luxembourg","Hydro","Net maximum electrical capacity","Megawatt","1,134.308",""
"2012","Luxembourg","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2012","Luxembourg","Wind","Net maximum electrical capacity","Megawatt","58.327",""
"2012","Luxembourg","Solar","Net maximum electrical capacity","Megawatt","74.654",""
"2012","Hungary","Hydro","Net maximum electrical capacity","Megawatt","56.000",""
"2012","Hungary","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2012","Hungary","Wind","Net maximum electrical capacity","Megawatt","325.000",""
"2012","Hungary","Solar","Net maximum electrical capacity","Megawatt","12.000",""
"2012","Malta","Hydro","Net maximum electrical capacity","Megawatt",":",""
"2012","Malta","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2012","Malta","Wind","Net maximum electrical capacity","Megawatt","0.100",""
"2012","Malta","Solar","Net maximum electrical capacity","Megawatt","15.700",""
"2012","Netherlands","Hydro","Net maximum electrical capacity","Megawatt","37.000",""
"2012","Netherlands","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2012","Netherlands","Wind","Net maximum electrical capacity","Megawatt","2,433.000",""
"2012","Netherlands","Solar","Net maximum electrical capacity","Megawatt","369.000",""
"2012","Austria","Hydro","Net maximum electrical capacity","Megawatt","13,308.889",""
"2012","Austria","Geothermal","Net maximum electrical capacity","Megawatt","0.915",""
"2012","Austria","Wind","Net maximum electrical capacity","Megawatt","1,337.150",""
"2012","Austria","Solar","Net maximum electrical capacity","Megawatt","337.483",""
"2012","Poland","Hydro","Net maximum electrical capacity","Megawatt","2,351.000",""
"2012","Poland","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2012","Poland","Wind","Net maximum electrical capacity","Megawatt","2,564.000",""
"2012","Poland","Solar","Net maximum electrical capacity","Megawatt","1.300",""
"2012","Portugal","Hydro","Net maximum electrical capacity","Megawatt","5,712.000",""
"2012","Portugal","Geothermal","Net maximum electrical capacity","Megawatt","25.000",""
"2012","Portugal","Wind","Net maximum electrical capacity","Megawatt","4,411.552",""
"2012","Portugal","Solar","Net maximum electrical capacity","Megawatt","238.000",""
"2012","Romania","Hydro","Net maximum electrical capacity","Megawatt","6,548.000",""
"2012","Romania","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2012","Romania","Wind","Net maximum electrical capacity","Megawatt","1,822.000",""
"2012","Romania","Solar","Net maximum electrical capacity","Megawatt","41.000",""
"2012","Slovenia","Hydro","Net maximum electrical capacity","Megawatt","1,254.000",""
"2012","Slovenia","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2012","Slovenia","Wind","Net maximum electrical capacity","Megawatt",":",""
"2012","Slovenia","Solar","Net maximum electrical capacity","Megawatt","142.000",""
"2012","Slovakia","Hydro","Net maximum electrical capacity","Megawatt","2,522.000",""
"2012","Slovakia","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2012","Slovakia","Wind","Net maximum electrical capacity","Megawatt","3.000",""
"2012","Slovakia","Solar","Net maximum electrical capacity","Megawatt","513.000",""
"2012","Finland","Hydro","Net maximum electrical capacity","Megawatt","3,196.000",""
"2012","Finland","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2012","Finland","Wind","Net maximum electrical capacity","Megawatt","257.000",""
"2012","Finland","Solar","Net maximum electrical capacity","Megawatt","8.000",""
"2012","Sweden","Hydro","Net maximum electrical capacity","Megawatt","16,414.000",""
"2012","Sweden","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2012","Sweden","Wind","Net maximum electrical capacity","Megawatt","3,606.000",""
"2012","Sweden","Solar","Net maximum electrical capacity","Megawatt","24.000",""
"2012","United Kingdom","Hydro","Net maximum electrical capacity","Megawatt","4,437.000",""
"2012","United Kingdom","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2012","United Kingdom","Wind","Net maximum electrical capacity","Megawatt","9,030.420",""
"2012","United Kingdom","Solar","Net maximum electrical capacity","Megawatt","1,753.000",""
"2012","Iceland","Hydro","Net maximum electrical capacity","Megawatt","1,877.000",""
"2012","Iceland","Geothermal","Net maximum electrical capacity","Megawatt","665.000",""
"2012","Iceland","Wind","Net maximum electrical capacity","Megawatt",":",""
"2012","Iceland","Solar","Net maximum electrical capacity","Megawatt",":",""
"2012","Norway","Hydro","Net maximum electrical capacity","Megawatt","30,509.000",""
"2012","Norway","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2012","Norway","Wind","Net maximum electrical capacity","Megawatt","705.000",""
"2012","Norway","Solar","Net maximum electrical capacity","Megawatt",":",""
"2012","Montenegro","Hydro","Net maximum electrical capacity","Megawatt","658.000",""
"2012","Montenegro","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2012","Montenegro","Wind","Net maximum electrical capacity","Megawatt",":",""
"2012","Montenegro","Solar","Net maximum electrical capacity","Megawatt",":",""
"2012","North Macedonia","Hydro","Net maximum electrical capacity","Megawatt","595.000",""
"2012","North Macedonia","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2012","North Macedonia","Wind","Net maximum electrical capacity","Megawatt",":",""
"2012","North Macedonia","Solar","Net maximum electrical capacity","Megawatt","4.000",""
"2012","Albania","Hydro","Net maximum electrical capacity","Megawatt","1,628.000",""
"2012","Albania","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2012","Albania","Wind","Net maximum electrical capacity","Megawatt",":",""
"2012","Albania","Solar","Net maximum electrical capacity","Megawatt",":",""
"2012","Serbia","Hydro","Net maximum electrical capacity","Megawatt","2,965.530",""
"2012","Serbia","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2012","Serbia","Wind","Net maximum electrical capacity","Megawatt",":",""
"2012","Serbia","Solar","Net maximum electrical capacity","Megawatt",":",""
"2012","Turkey","Hydro","Net maximum electrical capacity","Megawatt","19,609.000",""
"2012","Turkey","Geothermal","Net maximum electrical capacity","Megawatt","162.000",""
"2012","Turkey","Wind","Net maximum electrical capacity","Megawatt","2,261.000",""
"2012","Turkey","Solar","Net maximum electrical capacity","Megawatt",":",""
"2012","Bosnia and Herzegovina","Hydro","Net maximum electrical capacity","Megawatt",":",""
"2012","Bosnia and Herzegovina","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2012","Bosnia and Herzegovina","Wind","Net maximum electrical capacity","Megawatt",":",""
"2012","Bosnia and Herzegovina","Solar","Net maximum electrical capacity","Megawatt",":",""
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Hydro","Net maximum electrical capacity","Megawatt","43.000",""
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Wind","Net maximum electrical capacity","Megawatt","1.000",""
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Solar","Net maximum electrical capacity","Megawatt",":",""
"2012","Moldova","Hydro","Net maximum electrical capacity","Megawatt","16.000",""
"2012","Moldova","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2012","Moldova","Wind","Net maximum electrical capacity","Megawatt",":",""
"2012","Moldova","Solar","Net maximum electrical capacity","Megawatt",":",""
"2012","Ukraine","Hydro","Net maximum electrical capacity","Megawatt","5,470.000",""
"2012","Ukraine","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2012","Ukraine","Wind","Net maximum electrical capacity","Megawatt","248.000",""
"2012","Ukraine","Solar","Net maximum electrical capacity","Megawatt","319.000",""
"2012","Georgia","Hydro","Net maximum electrical capacity","Megawatt",":",""
"2012","Georgia","Geothermal","Net maximum electrical capacity","Megawatt",":",""
"2012","Georgia","Wind","Net maximum electrical capacity","Megawatt",":",""
"2012","Georgia","Solar","Net maximum electrical capacity","Megawatt",":",""
"2013","European Union - 27 countries (from 2020)","Hydro","Net maximum electrical capacity","Megawatt","146,165.203",""
"2013","European Union - 27 countries (from 2020)","Geothermal","Net maximum electrical capacity","Megawatt","797.215",""
"2013","European Union - 27 countries (from 2020)","Wind","Net maximum electrical capacity","Megawatt","105,725.066",""
"2013","European Union - 27 countries (from 2020)","Solar","Net maximum electrical capacity","Megawatt","79,786.757",""
"2013","European Union - 28 countries (2013-2020)","Hydro","Net maximum electrical capacity","Megawatt","150,618.203",""
"2013","European Union - 28 countries (2013-2020)","Geothermal","Net maximum electrical capacity","Megawatt","797.215",""
"2013","European Union - 28 countries (2013-2020)","Wind","Net maximum electrical capacity","Megawatt","117,007.338",""
"2013","European Union - 28 countries (2013-2020)","Solar","Net maximum electrical capacity","Megawatt","82,723.757",""
"2013","Euro area - 19 countries  (from 2015)","Hydro","Net maximum electrical capacity","Megawatt","113,007.470",""
"2013","Euro area - 19 countries  (from 2015)","Geothermal","Net maximum electrical capacity","Megawatt","797.215",""
"2013","Euro area - 19 countries  (from 2015)","Wind","Net maximum electrical capacity","Megawatt","88,982.143",""
